latency_ms,rssi_dbm,snr_db,band,channel_util%,num_assoc_devices,client_speed_mbps,ap_vendor,protocol,distance_m
112.8,-84,51,5 GHz,96,24,72,Cisco,ac,27.3
149.7,-68,35,2.4 GHz,90,4,600,Cisco,ac,9.6
60.1,-68,22,5 GHz,44,8,300,Cisco,n,3.3
120.9,-51,37,5 GHz,3,27,600,Cisco,ac,11.3
119.4,-62,34,5 GHz,42,7,433,TP‑Link,ac,20.6
194.5,-57,42,2.4 GHz,76,1,72,Ubiquiti,ax,3.8
221.5,-86,51,5 GHz,94,27,300,Ubiquiti,ac,7.5
74.7,-37,9,2.4 GHz,7,11,72,TP‑Link,ac,14.1
54.0,-60,40,2.4 GHz,12,18,150,Ubiquiti,n,12.5
155.2,-54,45,5 GHz,29,23,600,Aruba,ac,27.8
36.5,-64,21,5 GHz,12,14,150,TP‑Link,ac,16.8
161.9,-77,25,5 GHz,18,1,150,Aruba,n,26.9
169.6,-54,25,2.4 GHz,43,21,72,Aruba,ac,13.2
71.2,-75,23,5 GHz,25,19,72,Cisco,ac,18.3
24.8,-78,48,2.4 GHz,59,9,150,Aruba,ac,17.8
180.8,-60,21,5 GHz,94,20,866,Cisco,ac,6.5
231.0,-71,26,2.4 GHz,51,24,433,Aruba,ax,2.4
221.4,-41,34,5 GHz,51,29,600,TP‑Link,n,9.5
225.9,-54,17,5 GHz,95,16,72,Aruba,ax,3.4
44.2,-70,39,2.4 GHz,60,2,433,Ubiquiti,ac,22.9
104.3,-89,31,5 GHz,99,26,600,TP‑Link,ac,25.7
118.9,-72,13,5 GHz,92,13,600,Ubiquiti,ac,11.5
108.2,-84,14,2.4 GHz,5,19,600,TP‑Link,n,6.9
150.7,-78,6,2.4 GHz,93,26,600,TP‑Link,n,6.2
52.0,-75,34,2.4 GHz,17,8,866,Ubiquiti,ac,16.3
35.9,-55,45,2.4 GHz,27,1,300,Cisco,ax,14.4
30.8,-85,54,2.4 GHz,55,28,150,Cisco,ac,28.4
183.1,-82,37,5 GHz,77,5,72,Aruba,n,27.4
44.0,-88,53,2.4 GHz,95,12,150,Cisco,n,28.6
107.7,-40,54,2.4 GHz,46,23,300,Ubiquiti,ac,20.3
69.2,-36,35,5 GHz,28,23,72,Ubiquiti,ac,25.8
71.1,-74,23,5 GHz,39,5,600,Cisco,n,24.6
88.8,-65,49,2.4 GHz,37,8,300,Aruba,ac,10.3
73.0,-74,36,5 GHz,30,20,150,Cisco,ac,19.2
36.0,-61,45,2.4 GHz,23,13,866,Ubiquiti,ax,16.2
88.8,-60,16,5 GHz,71,15,72,Ubiquiti,n,17.9
60.9,-76,52,2.4 GHz,96,22,433,Aruba,ax,14.3
59.1,-55,26,2.4 GHz,60,25,433,TP‑Link,ac,9.0
272.2,-90,48,5 GHz,16,21,866,Cisco,ac,24.3
40.3,-55,23,2.4 GHz,67,6,300,Cisco,ac,6.3
86.2,-49,49,2.4 GHz,56,28,866,TP‑Link,ac,9.6
113.5,-88,38,2.4 GHz,40,17,600,Aruba,ac,24.8
272.4,-51,16,2.4 GHz,3,24,300,Cisco,ac,27.1
48.9,-50,12,5 GHz,77,18,433,TP‑Link,ac,28.2
214.3,-37,12,2.4 GHz,60,10,300,Ubiquiti,n,28.7
88.4,-46,23,2.4 GHz,24,19,433,TP‑Link,n,6.1
90.4,-89,7,5 GHz,39,26,150,Aruba,ac,17.1
145.3,-86,32,2.4 GHz,53,24,150,Cisco,n,7.0
235.3,-83,37,2.4 GHz,56,27,600,Aruba,ac,15.6
72.7,-59,42,2.4 GHz,66,2,866,Ubiquiti,ax,22.7
118.8,-51,51,5 GHz,8,28,433,Aruba,ac,29.3
109.0,-54,45,2.4 GHz,53,10,150,Ubiquiti,ac,29.1
105.8,-72,54,5 GHz,10,27,72,Cisco,ax,18.2
160.9,-79,35,5 GHz,17,16,866,TP‑Link,n,13.0
63.4,-87,47,2.4 GHz,10,21,866,TP‑Link,n,12.1
78.9,-70,43,5 GHz,62,23,150,Aruba,ac,17.3
36.5,-74,46,5 GHz,83,24,600,Cisco,ax,5.3
138.3,-74,25,5 GHz,96,10,600,TP‑Link,ac,12.6
102.8,-86,30,5 GHz,72,19,866,TP‑Link,n,5.7
231.6,-74,50,2.4 GHz,78,17,433,Aruba,ac,3.7
48.3,-44,27,2.4 GHz,13,10,150,Aruba,ac,28.9
293.6,-77,35,5 GHz,1,2,300,Ubiquiti,ac,10.9
152.7,-42,37,2.4 GHz,32,24,600,Ubiquiti,n,15.2
148.7,-86,14,2.4 GHz,36,13,150,Aruba,ac,21.5
68.2,-55,6,2.4 GHz,44,7,433,TP‑Link,ac,16.3
83.9,-85,39,2.4 GHz,66,10,600,Aruba,ac,27.2
75.5,-69,44,5 GHz,10,13,72,Ubiquiti,n,27.5
206.3,-38,34,2.4 GHz,11,29,433,Aruba,n,9.8
33.7,-48,37,5 GHz,84,10,150,Cisco,n,14.0
91.5,-62,8,2.4 GHz,58,4,300,Cisco,ac,7.6
96.4,-56,13,2.4 GHz,36,5,150,TP‑Link,ax,28.1
73.9,-54,41,2.4 GHz,83,27,150,Cisco,ax,3.7
55.4,-47,36,2.4 GHz,67,24,72,TP‑Link,n,24.6
26.5,-58,14,2.4 GHz,83,1,300,TP‑Link,n,25.3
92.5,-62,34,2.4 GHz,64,14,433,Cisco,ac,26.6
138.0,-86,6,2.4 GHz,50,8,150,TP‑Link,n,20.2
102.8,-38,44,5 GHz,91,16,866,Cisco,ac,16.4
55.4,-59,6,5 GHz,99,18,433,Ubiquiti,n,18.9
97.0,-75,46,5 GHz,74,15,866,TP‑Link,ac,7.4
233.4,-83,16,2.4 GHz,63,15,600,Cisco,ac,6.9
65.1,-57,17,2.4 GHz,4,20,150,Aruba,n,24.2
112.2,-47,51,2.4 GHz,87,21,433,Ubiquiti,ac,17.3
122.1,-46,45,2.4 GHz,16,6,600,Cisco,ac,28.1
41.9,-42,21,2.4 GHz,4,20,300,Aruba,ax,9.5
81.5,-41,14,2.4 GHz,45,15,72,TP‑Link,n,9.9
82.1,-56,10,5 GHz,8,12,150,TP‑Link,ac,16.3
100.3,-38,24,2.4 GHz,10,8,150,Aruba,n,4.2
202.0,-86,34,2.4 GHz,46,17,300,Cisco,ax,22.8
47.3,-69,29,5 GHz,39,29,866,Aruba,ac,6.7
209.8,-64,49,5 GHz,13,14,72,Aruba,ac,17.7
144.5,-52,45,5 GHz,97,2,866,Cisco,n,4.8
298.7,-74,18,2.4 GHz,21,8,433,TP‑Link,n,13.5
29.5,-75,50,5 GHz,21,27,866,Aruba,ac,17.6
401.6,-41,28,5 GHz,80,24,600,Aruba,ac,16.8
41.0,-55,5,2.4 GHz,70,2,300,Ubiquiti,n,29.3
57.8,-56,47,2.4 GHz,36,24,72,Ubiquiti,n,20.8
58.1,-80,41,2.4 GHz,26,4,600,Ubiquiti,ac,16.9
140.3,-63,22,5 GHz,91,9,433,Ubiquiti,n,20.3
85.8,-67,48,2.4 GHz,4,27,300,Aruba,n,22.7
63.2,-56,50,5 GHz,64,19,600,Aruba,ac,28.7
265.4,-40,52,2.4 GHz,10,19,600,Aruba,ac,6.1
27.6,-75,50,2.4 GHz,1,7,150,Cisco,ac,22.0
178.7,-46,18,2.4 GHz,11,10,72,Ubiquiti,n,2.4
95.0,-56,32,2.4 GHz,56,3,433,Aruba,n,2.2
62.6,-63,13,5 GHz,30,18,72,TP‑Link,n,22.0
67.2,-38,39,2.4 GHz,69,15,433,Ubiquiti,n,17.5
80.5,-82,29,2.4 GHz,96,5,866,Cisco,n,24.4
58.6,-53,48,5 GHz,4,9,600,Aruba,n,12.6
161.5,-69,50,2.4 GHz,62,2,150,Ubiquiti,ac,6.3
76.4,-53,20,2.4 GHz,91,2,866,Aruba,ac,20.0
147.5,-83,20,2.4 GHz,13,2,866,Ubiquiti,n,16.6
67.9,-50,6,5 GHz,42,10,300,TP‑Link,ac,10.4
111.0,-87,30,2.4 GHz,7,8,72,Aruba,ac,15.0
111.0,-71,24,2.4 GHz,11,6,866,Aruba,n,17.4
99.7,-41,54,5 GHz,97,6,600,Ubiquiti,ax,7.8
213.9,-56,45,2.4 GHz,25,28,866,Cisco,ax,22.5
227.3,-63,27,2.4 GHz,17,12,866,TP‑Link,n,19.0
156.3,-72,33,2.4 GHz,89,16,300,Ubiquiti,n,3.8
187.9,-86,36,2.4 GHz,27,26,72,Ubiquiti,n,16.0
151.1,-84,50,5 GHz,28,29,300,TP‑Link,ac,9.6
73.1,-51,54,2.4 GHz,84,11,300,Aruba,ac,26.9
90.2,-75,25,5 GHz,76,23,150,Ubiquiti,ax,14.6
29.6,-86,23,2.4 GHz,55,12,600,Aruba,ac,6.0
53.1,-66,40,5 GHz,84,8,600,Aruba,n,20.6
41.1,-69,18,2.4 GHz,23,4,72,TP‑Link,ac,9.4
62.2,-38,12,2.4 GHz,79,11,866,Aruba,ac,28.9
116.5,-78,19,2.4 GHz,66,29,150,Aruba,n,3.0
71.5,-76,20,5 GHz,57,5,150,Aruba,n,5.7
166.4,-81,35,5 GHz,37,5,150,TP‑Link,ax,29.8
54.3,-80,41,2.4 GHz,12,8,72,Cisco,ax,28.5
143.2,-61,13,5 GHz,58,10,72,TP‑Link,ac,3.7
51.5,-78,7,5 GHz,80,12,150,TP‑Link,n,12.6
204.6,-51,13,5 GHz,10,28,72,Cisco,n,28.3
54.3,-46,50,2.4 GHz,16,27,150,Cisco,ac,9.6
130.4,-64,18,2.4 GHz,88,14,150,Ubiquiti,n,26.1
63.3,-77,31,5 GHz,86,26,600,Ubiquiti,n,16.6
248.7,-45,32,2.4 GHz,59,10,150,Cisco,n,24.6
242.3,-37,18,5 GHz,46,12,866,Cisco,ac,20.6
127.7,-40,47,2.4 GHz,1,21,866,Ubiquiti,ac,24.5
126.1,-40,8,5 GHz,91,26,300,Ubiquiti,ax,11.6
158.8,-46,31,2.4 GHz,56,1,72,TP‑Link,n,29.6
141.7,-50,25,5 GHz,8,18,150,Ubiquiti,ax,13.1
172.2,-38,44,5 GHz,36,10,72,Aruba,n,3.1
53.5,-72,14,2.4 GHz,83,12,72,Aruba,ax,23.5
99.7,-39,52,2.4 GHz,90,17,600,Ubiquiti,ac,8.1
66.2,-89,44,2.4 GHz,64,15,72,Aruba,n,4.6
240.0,-45,42,5 GHz,14,29,600,Aruba,ax,21.2
44.8,-72,29,2.4 GHz,16,13,600,TP‑Link,ac,23.8
266.5,-74,37,2.4 GHz,34,29,300,Aruba,ac,19.7
100.9,-53,15,2.4 GHz,76,20,150,Aruba,ax,8.9
173.8,-81,5,5 GHz,76,19,300,Cisco,ac,7.9
71.1,-36,42,2.4 GHz,75,16,150,Cisco,n,10.8
42.7,-51,27,5 GHz,23,10,300,TP‑Link,n,21.3
234.1,-89,22,5 GHz,31,18,150,Aruba,n,3.7
134.9,-44,18,5 GHz,32,16,866,Ubiquiti,ax,26.1
47.1,-85,36,5 GHz,73,4,866,TP‑Link,ax,29.0
92.7,-45,30,2.4 GHz,77,28,866,TP‑Link,ac,26.8
88.4,-46,38,2.4 GHz,3,26,866,Ubiquiti,ac,13.9
132.0,-55,52,2.4 GHz,71,20,150,Aruba,n,16.8
53.4,-57,46,2.4 GHz,39,20,866,Ubiquiti,ax,16.4
46.5,-45,21,2.4 GHz,36,5,300,Ubiquiti,ac,18.7
108.3,-44,17,5 GHz,51,18,72,TP‑Link,ac,25.9
55.3,-52,13,2.4 GHz,47,29,600,TP‑Link,ax,26.2
238.7,-81,33,2.4 GHz,97,4,866,Ubiquiti,ac,10.7
163.6,-54,46,2.4 GHz,55,27,600,TP‑Link,ac,5.1
160.6,-79,17,2.4 GHz,82,11,72,Aruba,ac,17.6
29.3,-88,54,2.4 GHz,88,7,72,Ubiquiti,n,3.1
72.9,-82,26,2.4 GHz,98,27,72,Ubiquiti,n,21.0
82.5,-65,44,5 GHz,66,20,866,Aruba,ac,22.0
50.2,-37,19,5 GHz,94,24,433,Aruba,ac,20.8
142.0,-89,11,2.4 GHz,59,26,600,TP‑Link,ac,9.2
130.4,-86,30,5 GHz,37,1,72,TP‑Link,ax,22.8
156.6,-85,32,2.4 GHz,81,7,433,Aruba,n,10.2
185.6,-80,28,2.4 GHz,88,7,300,TP‑Link,ac,13.9
179.8,-61,25,2.4 GHz,31,27,433,Aruba,ac,21.6
423.0,-45,37,2.4 GHz,96,16,600,Cisco,ac,10.7
97.7,-88,36,5 GHz,44,6,433,Cisco,n,26.8
87.6,-46,12,5 GHz,23,21,72,Ubiquiti,ac,11.1
140.9,-40,38,5 GHz,68,11,600,Ubiquiti,n,26.1
206.4,-86,21,2.4 GHz,25,17,866,Cisco,ac,28.3
36.1,-66,45,2.4 GHz,40,28,433,Ubiquiti,ac,12.5
59.9,-46,29,2.4 GHz,53,8,150,Aruba,n,3.4
68.6,-52,17,2.4 GHz,48,28,600,Cisco,ac,9.1
104.0,-80,14,2.4 GHz,12,22,433,Aruba,ac,23.6
73.2,-82,53,2.4 GHz,16,1,866,Cisco,ac,4.7
187.4,-66,40,2.4 GHz,8,12,433,Cisco,ax,26.5
113.2,-44,15,2.4 GHz,61,26,600,Cisco,n,18.8
92.1,-38,30,2.4 GHz,99,25,600,Cisco,ac,24.3
131.1,-64,11,5 GHz,64,21,72,Aruba,ac,23.3
31.2,-61,46,5 GHz,56,21,150,Ubiquiti,n,23.1
127.2,-60,46,5 GHz,85,26,300,TP‑Link,n,2.7
56.2,-64,45,5 GHz,3,5,600,Cisco,ac,22.7
167.0,-55,28,5 GHz,9,14,150,TP‑Link,ax,21.0
33.6,-75,13,5 GHz,99,11,300,Ubiquiti,ac,18.8
136.6,-61,29,5 GHz,90,29,72,Cisco,ac,26.0
57.1,-57,30,5 GHz,55,23,433,Cisco,ac,16.8
209.0,-60,20,2.4 GHz,9,22,433,Aruba,n,18.0
37.7,-37,23,2.4 GHz,19,3,433,Cisco,n,16.5
101.6,-50,7,2.4 GHz,74,23,433,TP‑Link,ac,22.8
152.1,-50,31,2.4 GHz,23,25,866,TP‑Link,ac,28.1
122.7,-46,14,2.4 GHz,59,13,72,Aruba,n,18.8
122.2,-61,47,5 GHz,75,26,600,Aruba,n,11.9
44.6,-74,43,5 GHz,41,12,433,TP‑Link,ac,16.3
43.0,-61,35,2.4 GHz,47,19,300,TP‑Link,ac,28.5
119.2,-40,16,2.4 GHz,92,6,150,TP‑Link,ax,7.1
108.1,-42,38,5 GHz,98,15,866,Cisco,ac,27.4
51.6,-71,54,5 GHz,46,2,866,TP‑Link,ac,25.3
49.9,-64,36,5 GHz,21,4,300,TP‑Link,ac,12.3
93.0,-76,44,2.4 GHz,3,27,600,TP‑Link,ax,26.6
77.9,-90,50,5 GHz,18,21,72,Aruba,ac,23.0
292.2,-73,47,5 GHz,52,18,72,Ubiquiti,n,28.6
216.8,-85,13,5 GHz,97,12,866,Cisco,ac,16.2
163.2,-71,48,5 GHz,53,17,866,TP‑Link,n,22.1
233.5,-88,43,2.4 GHz,98,21,72,Cisco,ac,11.9
65.6,-73,40,5 GHz,74,10,72,Ubiquiti,ax,12.7
71.7,-51,16,2.4 GHz,9,10,72,Ubiquiti,n,7.0
197.5,-44,28,2.4 GHz,36,22,72,TP‑Link,n,18.1
101.4,-42,50,5 GHz,58,16,300,TP‑Link,ac,2.1
105.3,-60,50,2.4 GHz,8,12,300,Cisco,ac,27.7
48.0,-60,10,5 GHz,2,13,433,Cisco,ac,11.3
191.9,-37,26,5 GHz,35,24,72,Cisco,ac,19.4
140.7,-60,35,2.4 GHz,89,16,866,Cisco,ax,29.3
83.5,-86,9,5 GHz,60,3,600,Aruba,ac,13.7
72.0,-39,17,5 GHz,52,25,600,Cisco,ax,4.0
211.3,-57,34,5 GHz,54,8,866,Ubiquiti,n,12.5
66.1,-54,37,2.4 GHz,54,3,150,TP‑Link,n,29.5
40.0,-85,10,2.4 GHz,84,9,600,TP‑Link,ac,28.8
218.7,-65,26,2.4 GHz,32,4,300,TP‑Link,ac,21.1
221.5,-65,37,5 GHz,27,1,300,Cisco,n,21.0
65.9,-46,54,5 GHz,29,21,600,Aruba,n,15.5
327.8,-69,54,2.4 GHz,57,20,150,Cisco,ac,16.1
94.4,-72,20,2.4 GHz,27,9,72,Cisco,ac,17.5
66.4,-53,38,5 GHz,97,21,300,Aruba,n,13.1
137.9,-90,32,5 GHz,69,2,600,Aruba,n,24.9
44.0,-50,15,2.4 GHz,32,12,72,Aruba,ac,27.4
55.0,-90,30,2.4 GHz,26,17,866,TP‑Link,n,26.2
119.7,-77,11,2.4 GHz,44,24,866,TP‑Link,ac,9.9
106.8,-63,11,5 GHz,86,8,300,Aruba,ac,7.6
173.4,-80,22,2.4 GHz,99,28,150,Cisco,ax,29.3
47.7,-89,18,5 GHz,53,11,600,Aruba,ac,6.4
293.5,-67,12,2.4 GHz,15,22,150,Aruba,ac,12.5
76.9,-52,7,2.4 GHz,5,6,150,Cisco,ac,3.4
104.4,-77,33,2.4 GHz,57,20,600,TP‑Link,ax,7.9
74.8,-75,5,2.4 GHz,62,17,150,Aruba,n,14.0
43.8,-53,44,2.4 GHz,37,14,433,Ubiquiti,n,3.7
97.5,-38,8,2.4 GHz,89,8,150,Cisco,n,18.1
150.8,-62,37,2.4 GHz,5,17,866,Ubiquiti,ax,14.1
88.7,-60,12,5 GHz,31,12,150,Aruba,ac,14.1
58.7,-45,35,2.4 GHz,76,9,866,Aruba,n,23.4
177.0,-87,12,2.4 GHz,25,16,600,Aruba,n,13.1
181.2,-37,26,2.4 GHz,20,8,300,Aruba,ac,3.9
85.8,-64,37,2.4 GHz,73,19,600,Cisco,n,21.1
124.4,-70,13,5 GHz,89,1,866,Ubiquiti,ac,21.5
176.2,-57,11,5 GHz,19,8,433,Aruba,n,16.4
149.8,-40,36,5 GHz,42,14,866,Ubiquiti,ac,2.2
122.2,-39,37,5 GHz,97,4,866,Ubiquiti,n,28.6
146.0,-48,25,2.4 GHz,15,7,866,TP‑Link,ac,10.5
129.7,-64,11,2.4 GHz,14,13,866,Aruba,n,10.6
101.0,-82,20,2.4 GHz,25,14,866,TP‑Link,ac,7.2
47.1,-80,15,2.4 GHz,48,10,72,Aruba,ac,19.8
53.7,-45,37,2.4 GHz,83,24,433,TP‑Link,ax,18.7
133.2,-84,20,5 GHz,44,15,600,Ubiquiti,ac,26.9
74.3,-64,23,5 GHz,38,11,72,TP‑Link,ac,19.5
130.2,-68,18,2.4 GHz,85,15,433,Aruba,ac,9.6
46.5,-51,13,2.4 GHz,26,10,866,Ubiquiti,n,24.0
62.0,-72,45,5 GHz,37,2,600,Cisco,ac,10.1
88.7,-52,29,5 GHz,25,13,150,TP‑Link,n,27.1
27.1,-63,33,5 GHz,11,11,300,Ubiquiti,ac,5.0
57.3,-42,19,2.4 GHz,58,15,866,TP‑Link,n,13.9
66.9,-80,9,2.4 GHz,96,15,150,Aruba,n,29.4
111.6,-49,41,5 GHz,26,8,433,Ubiquiti,ac,23.2
85.4,-51,41,2.4 GHz,8,14,866,Cisco,ax,11.6
115.3,-45,7,2.4 GHz,93,18,300,Ubiquiti,ac,22.9
103.2,-64,49,2.4 GHz,11,8,72,Aruba,ac,2.4
83.2,-73,47,5 GHz,5,1,600,Aruba,ac,2.5
67.1,-62,47,2.4 GHz,73,6,300,Aruba,ac,13.3
105.4,-37,28,2.4 GHz,16,15,300,Ubiquiti,ac,28.8
206.6,-80,39,2.4 GHz,99,21,866,Aruba,ac,17.9
66.9,-54,5,2.4 GHz,43,19,72,Aruba,ax,4.8
286.1,-78,34,5 GHz,67,23,600,TP‑Link,ac,18.2
106.6,-48,11,5 GHz,21,14,600,Cisco,n,27.3
168.0,-67,50,2.4 GHz,21,26,866,Aruba,ac,18.1
125.2,-43,52,2.4 GHz,78,29,150,Cisco,ac,9.9
136.7,-82,12,5 GHz,51,1,72,TP‑Link,ac,29.2
57.0,-84,31,5 GHz,91,5,866,Cisco,n,28.4
73.9,-38,34,5 GHz,92,12,72,TP‑Link,ac,15.2
35.7,-72,43,2.4 GHz,60,14,866,Aruba,ac,25.4
87.4,-86,29,2.4 GHz,78,6,600,Cisco,n,10.6
144.6,-45,49,5 GHz,85,9,300,Ubiquiti,ac,8.2
87.8,-68,22,2.4 GHz,58,2,300,Aruba,ac,14.6
173.7,-40,21,2.4 GHz,80,27,600,Aruba,n,26.9
78.4,-66,41,5 GHz,3,23,866,Cisco,ax,23.4
64.4,-49,32,5 GHz,16,6,72,Ubiquiti,ac,29.9
72.0,-59,9,2.4 GHz,47,12,72,Ubiquiti,ac,24.1
153.2,-64,37,5 GHz,8,16,600,Cisco,ax,24.0
248.4,-64,18,2.4 GHz,46,13,300,Aruba,ac,25.7
304.2,-77,47,2.4 GHz,63,13,300,Cisco,ax,3.2
143.5,-50,46,2.4 GHz,37,17,72,TP‑Link,ax,22.0
168.8,-62,26,2.4 GHz,98,27,150,Cisco,ac,4.2
39.9,-90,47,2.4 GHz,87,16,433,Aruba,ac,16.0
45.9,-69,52,2.4 GHz,83,17,866,TP‑Link,ax,15.4
58.4,-68,41,2.4 GHz,71,8,72,Ubiquiti,n,23.1
214.3,-42,35,2.4 GHz,62,14,300,Ubiquiti,ac,28.3
212.5,-67,51,2.4 GHz,66,20,600,Aruba,ac,6.8
346.7,-59,48,5 GHz,11,18,600,Cisco,ac,28.1
57.7,-86,28,2.4 GHz,93,15,300,TP‑Link,ac,21.9
93.9,-69,9,5 GHz,78,21,300,Aruba,n,19.1
35.6,-75,35,2.4 GHz,29,7,866,Aruba,ac,22.7
42.1,-63,28,2.4 GHz,68,1,866,Ubiquiti,ac,8.1
83.0,-41,23,2.4 GHz,41,10,600,Aruba,n,3.7
59.2,-39,13,5 GHz,93,8,600,TP‑Link,n,8.0
59.6,-75,40,2.4 GHz,53,27,600,TP‑Link,ac,11.9
68.7,-57,50,2.4 GHz,71,7,600,Aruba,ac,14.0
229.4,-38,34,2.4 GHz,19,27,433,Ubiquiti,ac,5.4
188.7,-78,16,5 GHz,11,13,72,Aruba,ac,23.2
53.4,-66,5,2.4 GHz,90,21,866,TP‑Link,ax,17.5
185.5,-63,40,2.4 GHz,61,17,600,TP‑Link,ac,20.5
62.0,-90,12,2.4 GHz,66,1,300,Ubiquiti,n,4.4
39.6,-65,8,5 GHz,40,27,433,Aruba,ac,16.0
67.3,-84,14,5 GHz,63,14,72,Cisco,n,26.5
118.3,-73,15,5 GHz,42,17,600,TP‑Link,n,26.1
56.9,-84,21,2.4 GHz,64,8,300,Cisco,ac,21.6
141.9,-50,20,2.4 GHz,63,6,866,Ubiquiti,ac,19.0
70.1,-45,14,2.4 GHz,22,2,150,Ubiquiti,ax,27.9
123.6,-76,44,5 GHz,90,16,600,Cisco,ac,5.0
53.0,-88,46,5 GHz,94,10,300,Cisco,ac,3.1
99.6,-63,17,5 GHz,76,13,300,TP‑Link,n,22.4
57.9,-84,23,2.4 GHz,3,29,150,TP‑Link,ax,11.9
84.5,-66,45,2.4 GHz,3,19,866,Ubiquiti,n,5.7
288.7,-61,52,2.4 GHz,80,22,150,Cisco,ac,28.2
75.8,-65,44,2.4 GHz,15,19,600,Cisco,ac,2.6
45.4,-62,32,2.4 GHz,97,6,72,Aruba,ax,24.1
103.4,-59,54,2.4 GHz,36,20,600,Cisco,n,13.3
104.5,-82,41,2.4 GHz,18,26,300,Ubiquiti,ac,12.6
104.1,-53,38,2.4 GHz,68,29,866,TP‑Link,ac,13.6
136.9,-54,6,5 GHz,68,2,300,TP‑Link,n,11.8
73.6,-83,36,5 GHz,63,1,72,TP‑Link,ac,5.0
145.2,-67,19,5 GHz,77,29,600,TP‑Link,n,21.9
97.1,-75,35,5 GHz,50,23,300,Aruba,n,16.5
44.0,-69,33,2.4 GHz,32,1,72,Cisco,n,13.1
157.9,-48,10,2.4 GHz,43,25,72,Ubiquiti,n,16.9
109.5,-58,28,2.4 GHz,63,28,300,TP‑Link,ac,15.4
140.6,-41,30,2.4 GHz,79,8,600,Cisco,n,8.9
46.8,-59,7,5 GHz,43,7,866,Cisco,ac,6.3
163.6,-88,47,2.4 GHz,10,22,300,Cisco,ac,24.4
336.1,-51,51,5 GHz,40,9,866,Ubiquiti,n,22.0
44.9,-86,6,5 GHz,59,4,600,Cisco,n,7.4
177.8,-72,11,2.4 GHz,77,21,433,Ubiquiti,ac,5.4
109.8,-39,11,5 GHz,81,16,72,Ubiquiti,ac,17.4
97.7,-36,27,5 GHz,79,9,866,Cisco,ac,20.3
164.8,-82,35,2.4 GHz,27,10,433,Cisco,ac,18.4
153.9,-36,17,2.4 GHz,3,14,600,Ubiquiti,ac,9.7
205.2,-37,47,2.4 GHz,21,7,72,TP‑Link,ac,22.5
47.8,-42,20,2.4 GHz,12,2,866,Ubiquiti,n,7.9
210.1,-45,20,5 GHz,67,19,300,Ubiquiti,ac,16.4
122.8,-86,34,2.4 GHz,27,9,300,Cisco,ac,7.3
36.1,-84,48,5 GHz,18,12,433,Cisco,n,11.8
76.2,-57,17,2.4 GHz,54,9,72,Ubiquiti,n,16.0
111.3,-85,21,5 GHz,49,5,600,Cisco,n,18.0
75.2,-77,21,2.4 GHz,70,16,150,Ubiquiti,n,5.0
90.5,-37,28,5 GHz,92,18,433,Ubiquiti,n,12.0
69.0,-40,26,2.4 GHz,9,15,433,Aruba,n,17.1
446.4,-76,52,5 GHz,7,15,600,Aruba,ac,24.3
146.7,-61,12,5 GHz,81,21,600,Ubiquiti,ac,9.2
103.1,-61,25,2.4 GHz,91,2,150,Aruba,ac,24.1
52.3,-76,17,2.4 GHz,34,23,600,Cisco,ac,29.0
205.6,-78,34,5 GHz,19,24,433,TP‑Link,n,20.1
135.2,-66,44,5 GHz,30,5,866,Aruba,ac,22.7
55.4,-57,51,5 GHz,48,29,300,TP‑Link,n,24.5
55.7,-46,26,2.4 GHz,2,14,433,Ubiquiti,n,26.3
91.8,-44,18,2.4 GHz,14,10,72,Cisco,ax,4.7
103.7,-89,53,2.4 GHz,4,9,300,Cisco,ac,10.8
144.6,-54,9,5 GHz,71,29,866,Ubiquiti,ac,16.2
95.6,-57,11,2.4 GHz,45,16,600,Ubiquiti,n,11.4
152.1,-88,52,2.4 GHz,99,29,866,Ubiquiti,ax,8.2
75.3,-45,49,5 GHz,45,21,866,Cisco,ac,27.6
95.7,-58,32,5 GHz,30,14,150,Cisco,ac,23.6
210.3,-51,21,5 GHz,31,1,150,Aruba,ac,8.3
156.4,-54,53,5 GHz,92,27,72,Cisco,ax,8.7
99.3,-72,52,2.4 GHz,19,7,433,Aruba,ax,19.7
120.1,-79,48,2.4 GHz,73,23,600,TP‑Link,n,15.1
96.0,-70,43,5 GHz,88,4,600,TP‑Link,n,10.6
42.3,-49,34,5 GHz,96,25,866,Aruba,ax,25.4
255.1,-55,23,2.4 GHz,9,1,300,Aruba,n,28.1
57.6,-56,28,2.4 GHz,67,4,300,Aruba,ac,12.2
78.8,-83,32,2.4 GHz,81,9,433,TP‑Link,ac,20.1
399.2,-90,29,2.4 GHz,68,23,600,Cisco,n,11.4
51.1,-54,48,2.4 GHz,84,29,866,Cisco,n,28.7
92.6,-38,13,2.4 GHz,94,7,72,TP‑Link,ax,13.3
218.8,-71,9,5 GHz,88,17,300,TP‑Link,n,7.8
289.6,-66,27,2.4 GHz,73,22,150,Cisco,ac,13.2
134.0,-38,15,5 GHz,20,26,150,TP‑Link,ac,10.9
206.7,-78,46,2.4 GHz,84,7,72,Aruba,ac,16.3
87.0,-62,47,2.4 GHz,68,4,433,Ubiquiti,n,4.6
23.9,-86,54,5 GHz,29,23,433,TP‑Link,n,19.3
195.5,-76,24,5 GHz,65,1,300,Aruba,n,23.7
97.9,-70,53,5 GHz,17,26,433,Ubiquiti,ax,9.4
80.9,-53,10,5 GHz,83,12,600,TP‑Link,ac,9.0
